video_id,date,time,topic,title,channel,view_count,like_count,comment_count
gYGy-Ea7jMw,11/6/24,7:50:30 AM,election,Donald Trump Wins 2024 Election,The Young Turks,584020,13079,18688
E2MQfLuY3Ig,11/6/24,7:55:19 AM,election,Donald Trump declares victory in presidential election,Sky News,32916,1156,124
9bLB--tZRKo,11/6/24,8:00:09 AM,immigration,"""No Illegal Immigrants, No Terrorism"" - Dominik Tarczyński PRAISES Poland’s Security",Valuetainment,317663,13016,1516
iOLud45u6wc,11/6/24,8:06:13 AM,election,🔴 LIVE: 2024 Election Night Megastream,Red Eagle Politics,543882,15363,284
VxtZRfEKi30,11/6/24,8:06:14 AM,election,Trumps first victory speech as he wins the presidential election 2024,news.com.au,25445,929,93
6WWrsXMfKQ0,11/6/24,8:07:28 AM,election,Election Night: Dana White addresses Trump supporters,ABC News,97651,3587,437
Wklg2PcgkTQ,11/6/24,8:09:39 AM,election,Donald Trump speaks after winning the 2024 Presidential Election,Fox Business,1918665,29147,2989
uT9s4BXcv6w,11/6/24,8:09:45 AM,election,Donald Trump speaks after winning the 2024 Presidential Election,Fox News,19066664,316423,31498
q_Q4o0sMBBA,11/6/24,8:11:04 AM,election,FULL SPEECH: Trump projected winner of 2024 presidential election,FOX 5 Washington DC,1892298,25751,4942
zHkmDhdfikI,11/6/24,8:12:56 AM,election,"US election 2024 results: Trump will be next president, Republicans take control of Senate | FULL",Global News,820124,3360,426
aaEOO35DY4s,11/6/24,8:14:53 AM,election,Election Night 2024 with The Daily Wire,Michael Knowles,634979,11756,105
VEP1bDYBra4,11/6/24,8:15:50 AM,election,Election Night 2024 with The Daily Wire,DailyWire+,3306504,43289,620
il0n5S318ko,11/6/24,8:15:52 AM,election,Election Night 2024 with The Daily Wire,Matt Walsh,309711,8094,174
neGWHZydtQ4,11/6/24,8:16:43 AM,election,Election Night 2024 with The Daily Wire,Ben Shapiro,2508115,39928,530
VQXmGCEimnA,11/6/24,8:20:21 AM,election,LIVE ELECTION COVERAGE 2024: Blaze Media’s Exclusive Analysis & Results,BlazeTV,877507,25491,111
9k0bw7UbOe4,11/6/24,8:20:32 AM,election,LIVE US ELECTION 2024: Donald Trump vs Kamala Harris | 7NEWS,7NEWS Australia,1020592,4760,699
cJKtmTNf8qU,11/6/24,8:21:56 AM,election,Election Night In America | Donald Trump vs. Kamala Harris | PBD Podcast | Ep. 503,PBD Podcast,5636425,128659,2484
haqHHk5aYLA,11/6/24,8:23:17 AM,election,LIVE: Vote For America 2024 Election Night Coverage | NEWSMAX2,Newsmax,984234,13663,136
TZYiLZ2_8Z8,11/6/24,8:23:32 AM,election,"🚨 LIVE Election 2024 Updates: Polls CLOSE Results Are In! Data Signal Trump Landslide, Kamala PANIC",Benny Johnson,3028075,100175,1391
ouPiGyXpYJs,11/6/24,8:24:43 AM,election,Trump speaks after Fox News projects 2024 presidential election win,FOX 5 New York,21518,1075,81
k2Sg-aS4U2c,11/6/24,8:24:52 AM,election,LIVE ELECTION Results Trump v Kamala w/The Daily Wire | Timcast IRL,Timcast IRL,2564304,82527,1597
r43lqo-nNTw,11/6/24,8:32:05 AM,election,"WATCH LIVE: Trump hosts election night watch party in West Palm Beach, Florida",PBS NewsHour,1574205,14698,0
wG_KsQ1mZN4,11/6/24,8:32:39 AM,election,2024 Election Results LIVE - Trump vs Harris,CartierFamily,704574,24854,991
k3cNq_DV91c,11/6/24,8:46:44 AM,election,Live US Election Special | #politics,Bloomberg Television,446414,2037,254
tOmZHFvJBIQ,11/6/24,8:49:50 AM,election,How US election night unfolded | BBC News,BBC News,137127,1350,532
SHhyiS1guVM,11/6/24,8:50:55 AM,election,Michael Knowles Instant Election REACTION,Michael Knowles,479936,37456,3631
hoDW6zteXQw,11/6/24,8:51:07 AM,election,US election results: Donald Trump declares 'magnificent victory' | BBC News India,BBC News India,17248,667,37
AMwSOA1YtqU,11/6/24,8:51:59 AM,election,Black Votes Matter Election Night 2024 | #BlackStarNetwork #RolandMartinUnfiltered,Roland S. Martin,294466,6640,1472
8K_Uwsd36CE,11/6/24,9:47:21 AM,election,"Remember remember the fif of November, the black powder election.","EHonda42,000",920,55,0
Otv4TX8YW5U,11/6/24,9:54:02 AM,election,Watch live: 2024 US presidential election updates and first results | DW News,DW News,802558,3349,513
D5IdJdEIsaQ,11/6/24,9:55:12 AM,immigration,"Japan Airport Arrival Guide: Visa, Immigration & Customs Checks (Kansai)",Travelling British Guy,9239,223,19
6AyQ9-xwIUM,11/6/24,10:06:42 AM,election,US Election Night on Sky News,Sky News,2843845,11354,562
ANGnJ6LJuIk,11/6/24,10:07:44 AM,election,US election: What went wrong for Kamala Harris? | BBC News,BBC News,502877,2772,3867
NRUwzOVbjIU,11/6/24,10:09:55 AM,election,U.S. Election 2024: How did the night unfold? | ITV News,ITV News,530951,4718,1078
YZWcvbzgdS0,11/6/24,10:17:52 AM,election,The mood of Harris supporters on election night,CNN,302882,8771,5320
AU9Lh4BErPw,11/6/24,10:19:17 AM,election,2024 Election Livestream of the Century: The Rumble on Rumble,StevenCrowder,2186290,58554,924
RMprlMfsHAU,11/6/24,10:19:30 AM,election,Election results LIVE: AP race calls and electoral map 2024,Associated Press,13214229,36701,862
bnlG_x_4rqg,11/6/24,10:27:14 AM,election,USA VOTES: Watch live coverage of election results and analysis | ABC NEWS,ABC News (Australia),364235,1320,0
d8fuJLr9FvU,11/6/24,10:28:11 AM,election,🔴 LIVE: Election results in the race between Donald Trump and Kamala Harris,CBC News,3834333,10810,258
C450EnxM2fM,11/6/24,10:36:29 AM,election,How Trump Defeated Harris for President: Key Election Campaign Moments | WSJ,The Wall Street Journal,1474053,21902,3647
O3nrIHumOWg,11/6/24,10:40:16 AM,election,Donald Trump wins US election in monumental political comeback,Sky News,214329,3163,1256
CayjKJ8bn8Q,11/6/24,10:42:44 AM,election,Trump's Signature Dance Step Goes Viral After Historic 2024 Election Win,Republic World,315366,0,293
TvKdeg_XYRQ,11/6/24,10:44:45 AM,election,Trump wins the 2024 election,Associated Press,74907,2583,428
sJ4C52_m69M,11/6/24,10:46:12 AM,election,"Trump wins 2024 election, defeating Biden-turned-Harris bid #Shorts",USA TODAY,15481,797,146
IF41ECQsiT0,11/6/24,10:56:59 AM,election,Donald Trump has declared victory in the 2024 US presidential election,BBC,54420,2262,188
YUsuItpdOf4,11/6/24,10:59:42 AM,election,Donald Trump wins 2024 election,MS NOW,1574854,14610,28700
5p-nQ9MmiRc,11/6/24,11:00:11 AM,conflict/war,DON'T SKIP MY CHILD #godmessage #god #jesus #conflict #bibleverse #bible #bibleverses #evil #foryou,DON'T SKIP MY CHILD,1668,506,45
QJF7vD2_bdE,11/6/24,11:00:34 AM,election,CNN Has Total Melt Down Over Election Results,Clinton Jaws,1078788,30865,11001
ySOXzZQnQ-Q,11/6/24,11:04:53 AM,election,Donald Trump wins 2024 presidential election,CNBC Television,90801,689,410
j8fV0gHFvT0,11/6/24,11:05:42 AM,election,U.S. election night in 60 secs,CBC News,447919,15961,0
H0GbloUW8OQ,11/6/24,11:05:51 AM,election,"Trump wins 2024 presidential election, CNN projects",CNN,256539,6398,1800
9olb6OvXjKg,11/6/24,11:09:22 AM,election,"Trump wins 2024 presidential election, CNN projects",CNN,1300425,10139,13307
mGSP0JZbN4M,11/6/24,11:10:40 AM,election,"Trump wins 2024 presidential election, CNN projects  #news#itvnews",ITV News,97549,1265,109
Ve6xH6KX81U,11/6/24,11:13:01 AM,election,Map: How did Trump win 2024 election? | Morning in America,NewsNation,235775,2069,763
0QLZB6djGAA,11/6/24,11:20:05 AM,election,"LIVE election results, analysis",ABC 7 Chicago,2725027,8176,1556
LS8amqeDbS8,11/6/24,11:30:07 AM,election,"Trump wins 2024 presidential election, CBS News projects | full coverage",CBS News,5545257,16429,1599
UFiLqB-hLVY,11/6/24,11:45:46 AM,election,NBC News projects Donald Trump wins U.S. presidency in historic re-election,NBC News,471363,3448,2136
UUTjAisScAU,11/6/24,12:00:39 PM,election,The People Cheering For Trump's Assassination Lost The Election #shorts  #election,Timcast IRL,36298,3151,91
YGTciDoL89s,11/6/24,12:01:49 PM,election,How Donald Trump won the 2024 Presidential Election,WTVR CBS 6,260849,2298,0
eFCiva4m3Zk,11/6/24,12:04:18 PM,election,WATCH LIVE: Donald Trump wins 2024 presidential election | NBC News Now,NBC News,17421926,54706,3225
2APwMcn5Sb4,11/6/24,12:15:00 PM,conflict/war,ONIONS can help with conflict analysis!,Youth for Peace International,46,0,0
efWiDCHSwNY,11/6/24,12:27:23 PM,election,Watch the moment the AP called the 2024 election for Trump,Associated Press,339634,5682,576
fIruxVuHNfI,11/6/24,12:29:41 PM,immigration,How Trump's Presidency Changed Immigration Forever,USA Visa & Immigration,2735,0,2
o8gexJ_UWXM,11/6/24,12:30:41 PM,conflict/war,What does Trump's election mean for China? #podcast #conflict #election2024 #stockmarket  #trump,Capital Horizons - The Podcast,528,3,0
cGCTKzX-z_g,11/6/24,12:45:06 PM,election,Muzaffarnagar lok Sabha Election 2024 result constitution Wise. #muzaffarnagar #loksabha #election,Election Guru,65859,1039,9
MPX2TYta5is,11/6/24,12:53:19 PM,conflict/war,Structure Ky Sath Conflict Ki Bunyaadi Wajah! | Khalid Mehmood Abbasi,Nwaa Studios Shorts,1928,113,0
mbzY6ry8A78,11/6/24,12:56:05 PM,election,USA Election 2024 - Trump Meltdown Compilation (Part 1),Beauty Admirer,124673,2813,1179
YOluC3hx9Es,11/6/24,1:00:41 PM,election,Trumps WINS 38% Of California #election,Timcast IRL,197704,18939,567
dk4WBZhXz0Q,11/6/24,1:07:07 PM,election,#bramhapuri #vidhansbha #election #chandrapur #maharashtra,VijayWadettiwar,12266,421,5
vsavVIsunGg,11/6/24,1:11:30 PM,conflict/war,abyss of conflict -  L'Antica Ijigen Fes IDOLM@STER★♥Love Live! Uta Gassen,Muzuiyo,5521,80,0
Km1Dw8q98PQ,11/6/24,1:24:12 PM,election,How US networks reacted to Donald Trump's election victory,Guardian News,2458082,20326,7386
MpGnloMgf-U,11/6/24,1:31:25 PM,election,2024 Election Meltdown Compilation Liberal Tears,Bad Goy,12532,426,259
KYZX2pQM8UQ,11/6/24,1:37:23 PM,election,ITV News US Election 2024 Special - Harris v Trump: The Results,ITV News,44435,430,249
BI9IsTPbko0,11/6/24,2:00:11 PM,immigration,2 Hours Of Season 1 | Border Security America Marathon,Border Security,1401261,7837,705
l2ds1yYVuDo,11/6/24,2:00:47 PM,immigration,"Immigrants, here is why having a baby in the United States can lead to a denial of your visa!! 👀🍼",Odunlami Law Firm LLC,35488,634,54
qVI5nC8A7J0,11/6/24,2:00:48 PM,election,Timcast Crew REACTS To Trump WINNING Presidential Election In HISTORIC MOMENT #election,Timcast IRL,27170,2948,110
v6M3kKE5Uro,11/6/24,2:01:03 PM,election,Harris v. Trump: MSNBC Highlights of Election Day 2024,MS NOW,638540,2579,3417
Cyeft5OKpcQ,11/6/24,2:09:46 PM,immigration,Trump #Presidency Expect #Denial #Deportation #Delay. - Immigration Lawyer Gail Seeram #GailLaw,Immigration Lawyer Gail Seeram #GailLaw,1313,5,0
eDWOmFA_E6U,11/6/24,2:15:06 PM,election,പാലക്കാട് ആര് ജയിക്കും? ഗം ഓട്ടം കാണാം | Gum | Palakkad | Election,asianetnews,265702,2596,668
KIu_ujLXu6s,11/6/24,2:25:30 PM,election,An Ecstatic Donald Trump Returns To Mar-a-Lago After Winning Election,Newsweek,819152,75134,2330
4NZ6lVRzK0g,11/6/24,2:29:04 PM,election,Lefties losing it: Joy Reid still ‘delusional’ after Kamala’s election loss,Sky News Australia,1939453,54892,15852
lIJBvVuk_f8,11/6/24,3:01:01 PM,election,The VIBES Are GOOD and Republicans Have Stepped Up!  #election,Timcast IRL,8924,869,16
PIhG96YzrYA,11/6/24,3:07:40 PM,election,Global reactions to the U.S. election results,NBC News,45415,622,64
JhdFW19-hj0,11/6/24,3:09:03 PM,election,Steve Kornacki breaks down Trump's election win,NBC News,21105,366,45
_ds0VikVw4k,11/6/24,3:13:35 PM,election,"2024 US election: Results, reactions and insights on Trump's win | DW News Desk",DW News,74157,481,113
b5_mWU9xzXM,11/6/24,3:15:36 PM,conflict/war,नेतन्याहू नहीं छोड़ेगा 🇮🇱🇮🇱 #benjaminnetanyahu #iran #conflict #war #trending #fighting #power,Moksha Motive Gyan,610,3,0
34catDd8jG8,11/6/24,3:26:00 PM,election,Americans react to Donald Trump's presidential election win | USA TODAY,USA TODAY,365295,4051,1821
vifCRtfl6ww,11/6/24,3:32:17 PM,election,Trump Wins: Making Sense of Election Night,New York Times Podcasts,890263,11967,5748
GdA7opgE_Y8,11/6/24,3:34:38 PM,election,Reactions to Donald Trump's decisive victory in the 2024 presidential election,KOMO News,53306,355,468
2n-UeOrg2EA,11/6/24,3:48:26 PM,election,Election Night Watch Party Gets FIRED UP For Trump's Return!,Fox Nation,32365,1571,23
EyUXxnu79r4,11/6/24,3:49:43 PM,conflict/war,"Într-un conflict cu partenerul, nu contează cine are dreptate! #podcast #couple #conflict #shorts",Curiozitate - Canal 33,864,27,0
9ixVxRbX0zE,11/6/24,3:50:33 PM,election,Steve Kornacki breaks down the 2024 election results,NBC News,706229,3918,2113
zmyhwIVRPiY,11/6/24,4:20:13 PM,election,US Election Results 2024| বিশ্বজুড়ে রাষ্ট্রবাদের সময় শুরু। একে একে রাষ্ট্রবাদীদের প্রত্যাবর্তন,Republic Bangla,1009601,9721,985
xPpkZb65oJY,11/6/24,4:54:53 PM,election,CNN's Van Jones appears on verge of tears as presidential election favors Trump,New York Post,105506,596,888
C3dwIQgGKPE,11/6/24,5:00:12 PM,election,The GREATEST Comeback in American Political History #election,Timcast IRL,9339,1106,24
7a47mnyTHUo,11/6/24,5:06:27 PM,immigration,Иммиграция в США Евросоюз и Англию значительно легче с банковской картой Грузии для граждан России,ГРАЖДАНИН | Онлайн,432,0,0
RivIxJckyJY,11/6/24,5:12:14 PM,election,Govandi#govandi #mumbai #shivajinagar #election #Election2024 #mlaelection #abuasimazmi #nawabmalik,MUMBAI TV,791060,25125,413
mqxJuvka5Eo,11/6/24,5:15:44 PM,immigration,UN refugee chief says reducing refugee targets is wise if it prevents backlash,CHCH News,26370,78,128
TxFqrW6ni-4,11/6/24,5:25:39 PM,conflict/war,Failure after Failure#conflict #israel #palestine #johnmearsheimer#conflict#middleeast,Intense politics,8445,409,18
g_2fmGEORpA,11/6/24,5:34:32 PM,election,CBS News calls 2024 election for Donald Trump,NCS | NewscastStudio,77329,0,136
5wbSx4iJIi4,11/6/24,5:40:23 PM,election,ABC News calls 2024 election for Donald Trump,NCS | NewscastStudio,399620,0,570
#NAME?,11/6/24,5:45:45 PM,election,The Best Media MELTDOWNS of Trump's 2024 Election Win,TheDC Shorts,89689,3080,1407
0ePoPOAIMQA,11/6/24,5:48:28 PM,election,LIVE: EMERGENCY AM POST-ELECTION BRIEFING,MeidasTouch,1363201,104122,48132
DhSz4PusLhg,11/6/24,5:52:16 PM,election,C-SPAN's 2024 Election Night Coverage,C-SPAN,915925,3026,202
vdKLO-grDsY,11/6/24,5:52:37 PM,conflict/war,Lebanon Takes Action Against Israel Over Deadly Pager Attacks #lebanon #israel #conflict #military,The Event Report,508,15,2
3AiJqSz1HpA,11/6/24,6:00:04 PM,immigration,Legal vs. Illegal: Changes in Employment-Based Immigration After Trump’s Speech? USCIS,US Immigration Reform,28952,155,18
JoyxRw9LWiM,11/6/24,6:00:22 PM,election,Michael Knowles Gets SPECIAL GIFT During Timcast Election Special #election,Timcast IRL,35893,2408,41
lE2kQp1fj4s,11/6/24,6:10:24 PM,election,The View Has VIRAL MELTDOWN Over Trump Election Win,TheDC Shorts,55983,1870,1409
o7CceyUFwwc,11/6/24,6:11:36 PM,election,USA! Voters Celebrate at Fox Nation's Election Watch Party,Fox Nation,98658,4867,110
LZ9nKIlUt6Q,11/6/24,6:30:14 PM,immigration,IMMIGRANT SONG (DRUMAS) |  SONG COVER BY @ethanharbdrums X B4U MUSIC PVT #offshoremusic,B4U MUSIC PVT ,11547823,0,3164
WE4JQkzfh0s,11/6/24,6:37:38 PM,election,Draft from yesterday 🥲💙#gdwm #grwm #election2024 #election,Lean Ortiz,8188845,529768,8400
NjG-NIRWnU0,11/6/24,6:40:45 PM,election,Trump Wins The Election LIVE REACTION AND AFTERMATH,Destiny,500764,6909,5975
X8PGglA-Yz4,11/6/24,6:42:30 PM,election,How Trump captured Pennsylvania to win 2024 presidential election #shorts,Face the Nation,17747,319,19
uxQKGcfF8gU,11/6/24,6:45:15 PM,election,How has the UK reacted to Donald Trump's election victory? #shorts,The Independent,128707,2003,1627
R6NyIRVY4Zo,11/6/24,6:45:24 PM,conflict/war,The Irony#conflict #israel #history #palestine #middleeast #mehdihassan,Intense politics,3006,50,6
9Q4Eoh9m48g,11/6/24,6:49:36 PM,conflict/war,The RISSA Framework: Choose Your Arguments Wisely#debate #communication #conflict #wisdom #skills,clipperPenguin,519,3,0
UrL_A2ff3-k,11/6/24,6:59:32 PM,conflict/war,Respect Amidst Conflict: Trump and Hillary's Unexpected Admiration,Sandid-Fro Informative,5944,65,2
MfdsTlg2HoI,11/6/24,7:00:12 PM,conflict/war,Power and conflict poetry revision ⛔️ Part 2,The Lightup Hub,2567,84,0
gNqgeLdot20,11/6/24,7:00:21 PM,election,HIGHLIGHTS: Best Election Night Analysis by Glenn Beck & BlazeTV Hosts,BlazeTV,18307,1445,113
g_XcokkMkVo,11/6/24,7:00:24 PM,election,Key Takeaways of the 2024 US Election,Bloomberg News,12300,274,6
woOXa1KHTZE,11/6/24,7:13:28 PM,election,WATCH: Election 2024 | PBS News special coverage,PBS NewsHour,225567,1173,0
Id4jLxr4h0Y,11/6/24,7:32:46 PM,election,FULL SPEECH: Trump declares victory in 2024 presidential election,ABC News,124430,1541,640
KkPqtJ2BycA,11/6/24,7:39:17 PM,election,Donald Trump wins 2024 US election | Sky News coverage,Sky News,1777380,11288,331
#NAME?,11/6/24,7:44:49 PM,election,The moment CBS News projected Trump's 2024 election win #shorts,CBS News,32711,661,71
ylkD0a-Z8cE,11/6/24,7:59:59 PM,election,New Yorkers react to presidential election outcome,FOX 5 New York,79257,3262,322
BMj2yGiAgKE,11/6/24,8:02:17 PM,election,Kamala Harris supporters react to election day defeat,Channel 4 News,24816,546,493
zNmpBvHMXXA,11/6/24,8:15:01 PM,election,World leaders react to Trump's election win,Associated Press,48709,1586,87
88s00F-BOvQ,11/6/24,8:20:21 PM,immigration,Dropping off illegal immigrants at rich liberal :D,BiGBrainNEWS,2367,30,4
TDmOF7gwTYs,11/6/24,8:22:41 PM,election,Donald Trump wins US election 2024,K24TV,59,0,0
4t_h_uG2D7g,11/6/24,8:30:00 PM,election,Death Note but it's the 2024 US Election Results,KoreanSwede,951091,72711,2940
ci5NLT6ZiKc,11/6/24,8:40:13 PM,election,US Election Livestream: The Next President Of The United States,The Rest Is Politics,282423,3716,596
RaO0qFgl-yU,11/6/24,8:45:01 PM,election,How the ‘bro vote’ helped Trump,NBC News,22176,362,120
MvA_RCD947w,11/6/24,9:00:12 PM,immigration,Trump-Vance Admin Must Act on Day One,Federation for American Immigration Reform,694,137,8
_2Ul8tLrqlg,11/6/24,9:00:21 PM,election,McConnell Says US Election Results Are a ‘Happy Day for the GOP’,Bloomberg News,24867,319,148
mIDLJnKesQM,11/6/24,9:12:43 PM,election,"""Total Electoral BLOODBATH"" Donald Trump DEFEATS Kamala Harris!",Piers Morgan Uncensored,5110313,91149,31515
Z3PXv0sD-CQ,11/6/24,9:14:46 PM,immigration,Trump’s tariff and immigration policies could ‘increase inflation’ #shorts,Yahoo Finance,9569,117,18
#NAME?,11/6/24,9:15:00 PM,election,Jake Tapper’s stunned reaction goes viral after Harris failed to outperform Biden in a single state,New York Post,373780,12906,821
IIq1a0AXF4E,11/6/24,9:25:05 PM,immigration,How Trump’s immigration policy is a ‘real risk’ to the labor market: Economist #shorts,Yahoo Finance,3205,54,7
Lwn4IkcIC_4,11/6/24,9:26:28 PM,election,Will.I.Am. Cringe Pro Kamala Song REACTION | Election Night Highlights,The Misfit Nation,1177,28,11
AH3E_sg8OAI,11/6/24,9:29:56 PM,immigration,Trump's immigration promises for second presidential term,CBS News,33964,208,193
tpnFXTTYrzM,11/6/24,9:37:00 PM,election,The Election Meltdown Is Real,Asmongold TV  ,3777871,136148,35285
E3UVZkgRfU8,11/6/24,9:42:22 PM,election,Kamala Harris delivers concession speech after election loss,ABC News,589443,24536,4494
sLd95ygtojc,11/6/24,9:56:59 PM,election,WATCH: Moment AP called the 2024 election for Donald Trump,Associated Press,23609,248,73
uhIa7rfvNL4,11/6/24,10:05:12 PM,election,FULL SPEECH: Kamala Harris addresses nation after conceding election to Donald Trump,ABC News,2509255,33200,21022
2Rn3q2tyDCo,11/6/24,10:08:12 PM,election,How The View Reacted to Donald Trump's Election Win,Entertainment Tonight,154370,802,1421
u1ap4lFwUIU,11/6/24,10:10:07 PM,election,Top Election Meltdowns (SATISFYING) #Viral #Shorts,Bulls On Wall Street,70102,2404,537
qYg4uuCrWEM,11/6/24,10:11:15 PM,election,Kamala Harris delivers a concession speech after losing the election to Trump,CNBC Television,30701,325,404
HKbMikfTj7w,11/6/24,10:15:00 PM,election,How the call for Trump was made: Bret & Martha recap Election Night,Fox News,614363,7109,955
t3aejtpBV4E,11/6/24,10:15:44 PM,conflict/war,"""Israel vs Palestine: A Complex Conflict"" #shortvideo #youtube #youtuber #ytshorts #youtubeshorts",Historical Echoes ,518,13,3
ynwgbuYXyjA,11/6/24,10:28:39 PM,election,Analysis: Breaking down the vote | US Election 2024,Sky News,18175,147,27
M-GXYpyYXSc,11/6/24,10:53:19 PM,immigration,"NC Trump voters cite economy, immigration, faith for support",WLOS News 13,3397,207,36
jVlBoC1TbZ4,11/6/24,10:53:56 PM,election,How Donald Trump Defeated Kamala Harris in the 2024 Presidential Election,Pod Save America,875923,20319,14908
HAQ13r9HREA,11/6/24,11:01:42 PM,election,Watch all the media meltdowns from Donald Trump’s election win over Kamala Harris,Page Six,355680,2565,1919
t9J5ighD9Ek,11/6/24,11:14:41 PM,immigration,These Illegal Immigrants Broke 6 Laws in 2 Minutes...,Beyond Evil Stories,11360,551,13
uRakC_Xd_jI,11/6/24,11:31:07 PM,election,The Salt Mines Are Open (2024 Election Meltdowns),"I,Hypocrite",970716,23570,6653
woCTR--uvFM,11/6/24,11:38:27 PM,election,The exact moment Trump won the election | About That,CBC News,5043899,57012,0
RHmyyiJgtc4,11/6/24,11:48:22 PM,election,Seth Meyers Addresses the Outcome of the 2024 Presidential Election,Late Night with Seth Meyers,1645254,45459,7524
nT5WZ0b4chU,11/6/24,11:49:36 PM,election,CNN 2024 Election Night - Highlights - This Is Priceless!,Clinton Jaws,6772665,104701,29544
